source_word,target_word,pos,page_number
terangi,pasaraa,verb,34
tertarik,dale,verb,34
terangkan,pamako,verb,34
terangkan,pamèu,verb,34
terus,taruu,particle,34
terus menerus,taruu-taruu,adverb,34
teratur,mèci,verb,34
testa,katanga rèi,noun,34
terbalik,sagoto,verb,34
tetapi,te ngaa,conjunction,34
tetapi,tenga,conjunction,34
terbang,lela,verb,34
tetes,suti,verb,34
tetes,pahaa,verb,34
terbenam,cèna,verb,34
tiang,agarii,noun,34
terbit,rea,verb,34
terbit,pahaa,verb,34
terbuka,bhoke eele,verb,34
tiba,dai,verb,34
terdapat,rage,verb,34
terdapat,abhu,verb,34
tiba-tiba,kabèdhi,adverb,34
tiba-tiba,sahèka,adverb,34
tiba-tiba,cag'ag'a,adverb,34
tergantung di leher,inu,verb,34
terhormat,hua iia,conjunction,34
tidak,be,negation,34
tidak,boe,negation,34
teriak,parodha,verb,34
teriak,taraa,verb,34
teriak,pakèce,verb,34
teriak,pa'oo-parodha,verb,34
tidak berdusta,hèb'a hua boe,idiom,34
teriak,radhu,verb,34
teriak,rodhe,verb,34
tidak bersuara,ugu-ge'e boe,idiom,34
tidak dgn semangat,d'ara roe,noun,34
teriak (gembira),pakèra,verb,34
tidak hiraukan,bhera,verb,34
terima,dhaa,verb,34
tidak lagi,heka,negation,34
terima,sèmi,verb,34
tidak lama,nèbhu boe,negation,34
terjadi,j'aj'i,verb,34
tidak omong kosong,hèb'a hua boe,idiom,34
terkejut,kabèdhi,adverb,34
terkejut,cag'ag'a,adverb,34
tidak terima,tule,verb,34
terkemuka,aae,adjective,34
tidak usah,ia ka laa,conjunction,34
terkemuka,ara-madha,adjective,34
tidur,bèj'i,verb,34
terlalu,kolane,adverb,34
tidur,bhèj'i,verb,34
terlalu,oo'e,quantifier,34
tidur,j'unu,verb,34
terlindung,abhe,verb,34
tidur nyenyak,luu,verb,34
termulia,hua iia,conjunction,34
tidurkan,paj'unu,verb,34
terpencar,paj'ala,verb,34
tiga,tèlu,numeral,34
tersebut,deo,demonstrative,34
tikar,dhèpi,noun,34
tersinggung,kaheo,noun,34
tikus,maraho,noun,34
tima,tamèru,noun,35
timba (air),usu,verb,35
timbangan,bia,noun,35
timbangkan,pajiko,verb,35
timbul,bhodho,verb,35
timbul,cèu,verb,35
timur,dhimu,noun,35
tindak,tao,verb,35
tindakan,tatao,noun,35
tinggal,ate,verb,35
tinggal,pea,verb,35
tinggalkan,tèke,verb,35
tinggalkan,bhera,verb,35
tinggi,dedha,adjective,35
tinggikan,padedha,verb,35
tingkat,tad'a,noun,35
tinja,nda'i,noun,35
tinju,j'ubhu,verb,35
titi,tuku,verb,35
titip,pangèd'u,verb,35
tiup,tiu,verb,35
tobat,ele ho'a,verb,35
toh?,do,conjunction,35
tokek,tèke,noun,35
toki,d'eu,verb,35
tolak,jajuku,verb,35
tolak,tule,verb,35
tolak,tule,verb,35
tolong,tolong,verb,35
tombak,kapoke,noun,35
tongkat,tatea,noun,35
topi,solo,noun,35
tua,heka,adjective,35
tua adat,dhèu heka,noun,35
tuak,dhua,noun,35
tuan,lamatua,noun,35
tuang,bhori,verb,35
tuang masuk,sabhori,verb,35
tuangkan,soli,verb,35
tubuh,ngi'u,noun,35
tubuh,ua,noun,35
tuduh,galaa,verb,35
tuduhan,lii galaa,noun,35
tugas,sasab'a,noun,35
Tuhan,Lamatua,noun,35
tujuh,pidhu,numeral,35
tukang,tuka,noun,35
tukang gosip,tuka tenge lii,noun,35
tukang gosip,tuka togo lii,noun,35
tukang lapor,tuka tenge lii,noun,35
tukang lapor,tuka togo lii,noun,35
tukang pandai perak,ana tuku,noun,35
tukang sihir,dhèu pake na'i,noun,35
"tukar, saling",pasilu,verb,35
tukar-menukar,pasilu,verb,35
tulang,rui,noun,35
tuli,katele,verb,35
tulis,suri,verb,35
tulisan,sasuri,noun,35
tulus,mola,adjective,35
tumbuh,muri,verb,35
tumbuk,abo,verb,35
tumbuk,dhedhe,verb,35
tumbuk alu,pa'asu,verb,35
tumpahkan,bhori,verb,35
tumpahkan,pasuti,verb,35
tumpang tangan,baa ai,verb,35
tumpuk,udhu,noun,35
tunduk,pacud'u,verb,35
tunggu,madhenge,verb,35
tunggu,mate,verb,35
tunggu sebentar,tatae,verb,35
tunggul,kapua,noun,35
tungku,rao,noun,35
tunjukkan,padelo,verb,35
tunjukkan,pad'elo,verb,35
tuntut,paj'uj'u,verb,36
tuntut,katange,verb,36
tuntut,pa'oo-parodha,verb,36
tuntut,pahutu,verb,36
turun,puru,verb,36
turun,pa'abhe,verb,36
turunkan,papuru,verb,36
turunkan,saguru,verb,36
tutup,bèdho,verb,36
tutup,hutu,verb,36
tutup telinga,pakatele,verb,36
uang,doi,noun,36
uang,doi-dhari,noun,36
uang,dhari,noun,36
untuk,ho,conjunction,36
uang perak,doi iia,noun,36
untung,a'oto,noun,36
uang tembaga,doi mèdhi,noun,36
untungnya,malo-malo,adverb,36
ubah,ub'a,verb,36
urat,kalua,noun,36
uban,ohu,noun,36
urus,lalau,verb,36
ubi batatas,sihu kee,noun,36
urus,lalau-lalo'o,verb,36
ubi jalar,sihu kee,noun,36
urus,lalau-lo'o,verb,36
ubi kayu,sihu aj'u,noun,36
urus,leru,verb,36
udang,bhoe,noun,36
urus,pa'uri,verb,36
udara,lai ngèlu,noun,36
urus,uri,verb,36
ujung,kolo,noun,36
urusan,urusa,noun,36
ujung,suu,noun,36
usir,babège,verb,36
ujung-pangkal,kolo-kapua,idiom,36
usir,bata-magèla,verb,36
ukur,uku,verb,36
usir,bhabhoo,verb,36
ulang kali,padhutu-dhutu,adverb,36
usir,lalèta,verb,36
ulang-ulang,padhutu-dhutu,adverb,36
usir,magèi,verb,36
ulang-ulang,paparu,adverb,36
usir,magèle,verb,36
utama,aae,adjective,36
ular,mege,noun,36
utang,kèlu,noun,36
ulat,èru-èru,noun,36
utara,badae,noun,36
ulat berbuluh,nare,noun,36
utas,loa,noun,36
umpama,lii upama,noun,36
utusan,ana pajuu-paleha,noun,36
umpan,ani,noun,36
utusan,ana paj'uu-paleha,noun,36
undang,nèru,noun,36
ungkapan,lii upama,noun,36
ungu,mea-mangèru,adjective,36
wajah,rèhu,noun,37
wajah,rohu,noun,37
wajah,rupa,noun,37
wajah,ropa,conjunction,37
wakil,ana,noun,37
wakil,paj'uu-paleha,noun,37
waktu,lod'o,noun,37
waktu,loo,noun,37
waktu,taa,noun,37
waktu,tebho,noun,37
waktu,rapa,conjunction,37
waktu depan,bèli-camèda,noun,37
walaupun,masi ka,conjunction,37
wanita,bhèni,noun,37
wanita,dhèu bhèni,noun,37
waras,mase'a,adjective,37
wibawa,kolongara,noun,37
wilayah,rai,noun,37
yaitu,nuka,verb,37
yang,dhu,relative,37
yakni,nuka,verb,37
zaman,taa,noun,37
zaman,tebho,noun,37
